GIS_id;SUID;SU_Count;SU_ModCount;AncientCount;SU_Row;SU_Line;SU_RInt;SU_Lint;SU_LU;SU_AgrCond;;SU_Vis;SU_Pass;Strategy;SU_Sample;SU_Diag;SU_AC;SU_HM;SU_Daub;SU_Lithic;SU_Date;Shape_Length;Shape_Area;Team;Notes;GIS_id,SUID,SU_Count,SU_ModCount,AncientCount,SU_Row,SU_Line,SU_RInt,SU_Lint,SU_LU,SU_AgrCond,,SU_Vis,SU_Pass,Strategy,SU_Sample,SU_Diag,SU_AC,SU_HM,SU_Daub,SU_Lithic,SU_Date,Shape_Length,Shape_Area,Team,Notes
7109;11382;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111020;293,6624265;5090,569164;A;;7109,11382,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111020,293.6624265,5090.569164,A,
7110;11383;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111020;260,9326543;4256,781666;A;;7110,11383,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111020,260.9326543,4256.781666,A,
7111;11384;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;60-80%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111020;272,7613517;4536,311762;A;;7111,11384,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,60-80%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111020,272.7613517,4536.311762,A,
7112;11385;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;60-80%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111020;253,1369525;3818,147659;A;;7112,11385,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,60-80%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111020,253.1369525,3818.147659,A,
7113;11386;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;60-80%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111020;284,9578975;5056,410169;A;;7113,11386,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,60-80%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111020,284.9578975,5056.410169,A,
7114;11387;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;60-80%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111020;283,2166316;4913,900392;A;;7114,11387,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,60-80%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111020,283.2166316,4913.900392,A,
7115;11388;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111020;298,7215625;5391,543067;A;;7115,11388,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111020,298.7215625,5391.543067,A,
7116;11389;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111020;290,1629466;5040,98556;A;;7116,11389,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111020,290.1629466,5040.98556,A,
7117;11390;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111020;386,263407;8495,965169;A;;7117,11390,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111020,386.263407,8495.965169,A,
7118;11391;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111020;276,9162405;3573,306473;A;;7118,11391,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111020,276.9162405,3573.306473,A,
7119;11392;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;312,2158051;5814,184186;A;;7119,11392,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,312.2158051,5814.184186,A,
7120;11393;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;282,1321746;4717,609857;A;;7120,11393,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,282.1321746,4717.609857,A,
7121;11394;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;269,0257785;4309,412068;A;;7121,11394,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,269.0257785,4309.412068,A,
7122;11395;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;291,839643;5245,241538;A;;7122,11395,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,291.839643,5245.241538,A,
7123;11396;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;290,0755588;5249,736348;A;;7123,11396,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,290.0755588,5249.736348,A,
7124;11397;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;305,7247155;5793,851985;A;;7124,11397,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,305.7247155,5793.851985,A,
7125;11398;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;288,4327609;5068,725542;A;;7125,11398,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,288.4327609,5068.725542,A,
7126;11399;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;312,921755;5953,983917;A;;7126,11399,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,312.921755,5953.983917,A,
7127;11400;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;311,3275622;5692,894621;A;;7127,11400,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,311.3275622,5692.894621,A,
7128;11401;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;320,2798923;6143,836406;A;;7128,11401,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,320.2798923,6143.836406,A,
7129;11402;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;314,5356112;6077,248807;A;;7129,11402,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,314.5356112,6077.248807,A,
7130;11403;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;310,4036765;5981,255385;A;;7130,11403,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,310.4036765,5981.255385,A,
7131;11404;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;315,1016971;6111,102843;A;;7131,11404,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,315.1016971,6111.102843,A,
7132;11405;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;326,5556107;6556,376429;A;;7132,11405,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,326.5556107,6556.376429,A,
7133;11406;2;0;2;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;312,8458708;5914,1421;A;;7133,11406,2,0,2,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,312.8458708,5914.1421,A,
7134;11407;1;0;1;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;Yes;No;20111021;336,8319567;6950,63124;A;;7134,11407,1,0,1,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,Yes,No,20111021,336.8319567,6950.63124,A,
7135;11408;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;315,8924241;5895,640459;A;;7135,11408,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,315.8924241,5895.640459,A,
7136;11409;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;389,8287835;9444,750119;A;;7136,11409,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,389.8287835,9444.750119,A,
7137;11410;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;362,4142945;8055,000533;A;;7137,11410,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,362.4142945,8055.000533,A,
7138;11411;0;0;0;5;5;15;15;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;1 - intensive;0 - No;0;No;No;No;No;20111021;358,4267493;7185,396412;A;;7138,11411,0,0,0,5,5,15,15,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,1 - intensive,0 - No,0,No,No,No,No,20111021,358.4267493,7185.396412,A,
7139;11412;0;0;0;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;470,0008329;12758,20891;A;;7139,11412,0,0,0,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,470.0008329,12758.20891,A,
7140;11413;0;0;0;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;402,775074;9922,512091;A;;7140,11413,0,0,0,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,402.775074,9922.512091,A,
7141;11414;0;0;0;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;439,6549675;11647,66284;A;;7141,11414,0,0,0,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,439.6549675,11647.66284,A,
7142;11415;0;0;0;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;463,900936;12921,64149;A;;7142,11415,0,0,0,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,463.900936,12921.64149,A,
7143;11416;3;0;3;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;523,8868843;16588,1941;A;;7143,11416,3,0,3,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,523.8868843,16588.1941,A,
7144;11417;4;0;4;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;462,6891889;12401,94924;A;;7144,11417,4,0,4,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,462.6891889,12401.94924,A,
7145;11418;3;0;3;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;453,8604443;11812,26675;A;;7145,11418,3,0,3,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,453.8604443,11812.26675,A,
7146;11419;0;0;0;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;420,1790019;10246,29173;A;;7146,11419,0,0,0,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,420.1790019,10246.29173,A,
7147;11420;0;0;0;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;412,1335612;9869,192804;A;;7147,11420,0,0,0,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,412.1335612,9869.192804,A,
7148;11421;0;0;0;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;515,4722611;16377,08431;A;;7148,11421,0,0,0,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,515.4722611,16377.08431,A,
7149;11422;0;0;0;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;534,2723643;17444,48435;A;;7149,11422,0,0,0,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,534.2723643,17444.48435,A,
7150;11423;0;0;0;5;5;25;20;1 - annual agriculture;7 - harvested with stubble;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;594,8974316;21305,73256;A;;7150,11423,0,0,0,5,5,25,20,1 - annual agriculture,7 - harvested with stubble,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,594.8974316,21305.73256,A,
7151;11424;0;0;0;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;20-40%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;462,0329954;12844,27608;A;;7151,11424,0,0,0,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,20-40%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,462.0329954,12844.27608,A,
7152;11425;0;0;0;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;439,0792824;11354,57715;A;;7152,11425,0,0,0,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,439.0792824,11354.57715,A,
7153;11426;1;0;1;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;457,1555638;12537,82509;A;;7153,11426,1,0,1,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,457.1555638,12537.82509,A,
7154;11427;1;0;1;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;445,4306517;11822,1025;A;;7154,11427,1,0,1,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,445.4306517,11822.1025,A,
7155;11428;0;0;0;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;466,5424637;12955,48073;A;;7155,11428,0,0,0,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,466.5424637,12955.48073,A,
7156;11429;1;0;1;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;399,8932933;8375,858201;A;;7156,11429,1,0,1,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,399.8932933,8375.858201,A,
7157;11430;2;0;2;5;5;20;20;1 - annual agriculture;1 - ploughed;;80-100%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;495,4342032;14492,97706;A;;7157,11430,2,0,2,5,5,20,20,1 - annual agriculture,1 - ploughed,,80-100%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,495.4342032,14492.97706,A,
7158;11431;0;0;0;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;491,3934989;14340,94453;A;;7158,11431,0,0,0,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,491.3934989,14340.94453,A,
7159;11432;0;0;0;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;20-40%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;442,8457341;11478,19867;A;;7159,11432,0,0,0,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,20-40%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,442.8457341,11478.19867,A,
7160;11433;0;0;0;5;5;20;20;4 - pasture;NA;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;452,2682324;11486,91594;A;;7160,11433,0,0,0,5,5,20,20,4 - pasture,NA,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,452.2682324,11486.91594,A,
7161;11434;0;0;0;5;5;20;20;4 - pasture;NA;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;443,1239755;11606,03635;A;;7161,11434,0,0,0,5,5,20,20,4 - pasture,NA,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,443.1239755,11606.03635,A,
7162;11435;1;0;1;5;5;20;20;4 - pasture;NA;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;401,4900404;9238,408676;A;;7162,11435,1,0,1,5,5,20,20,4 - pasture,NA,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,401.4900404,9238.408676,A,
7163;11436;0;0;0;5;5;20;20;4 - pasture;NA;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;419,3683019;9992,983037;A;;7163,11436,0,0,0,5,5,20,20,4 - pasture,NA,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,419.3683019,9992.983037,A,
7164;11437;0;0;0;5;5;20;20;4 - pasture;NA;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;513,7232847;16104,37649;A;;7164,11437,0,0,0,5,5,20,20,4 - pasture,NA,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,513.7232847,16104.37649,A,
7165;11438;0;0;0;5;5;20;20;4 - pasture;NA;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;474,7058528;13025,27194;A;;7165,11438,0,0,0,5,5,20,20,4 - pasture,NA,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,474.7058528,13025.27194,A,
7166;11439;1;0;1;5;5;20;20;4 - pasture;NA;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;479,2309551;12994,90846;A;;7166,11439,1,0,1,5,5,20,20,4 - pasture,NA,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,479.2309551,12994.90846,A,
7167;11440;0;0;0;5;5;20;20;4 - pasture;NA;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;418,7092788;9884,564647;A;;7167,11440,0,0,0,5,5,20,20,4 - pasture,NA,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,418.7092788,9884.564647,A,
7168;11441;0;0;0;5;5;20;20;4 - pasture;NA;;40-60%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;443,8966481;11942,6354;A;;7168,11441,0,0,0,5,5,20,20,4 - pasture,NA,,40-60%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,443.8966481,11942.6354,A,
7169;11442;0;0;0;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;423,2776274;10819,67247;A;;7169,11442,0,0,0,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,423.2776274,10819.67247,A,
7170;11443;0;0;0;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;395,8368087;9391,106748;A;;7170,11443,0,0,0,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,395.8368087,9391.106748,A,
7171;11444;0;0;0;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;410,1899088;10315,93411;A;;7171,11444,0,0,0,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,410.1899088,10315.93411,A,
7172;11445;1;0;1;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;427,5230441;11015,34474;A;;7172,11445,1,0,1,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,427.5230441,11015.34474,A,
7173;11446;0;0;0;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;444,3360124;11882,95759;A;;7173,11446,0,0,0,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,444.3360124,11882.95759,A,
7174;11447;0;0;0;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;406,0021636;9678,796276;A;;7174,11447,0,0,0,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,406.0021636,9678.796276,A,
7175;11448;1;0;1;5;5;20;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111021;393,6176122;9010,661576;A;;7175,11448,1,0,1,5,5,20,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111021,393.6176122,9010.661576,A,
7176;11449;0;0;0;5;7;15;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;No;No;20111022;489,4486107;13669,13057;A;;7176,11449,0,0,0,5,7,15,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,No,No,20111022,489.4486107,13669.13057,A,
7177;11450;0;0;0;5;7;15;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;Yes;No;20111022;453,8922579;11573,07498;A;;7177,11450,0,0,0,5,7,15,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,Yes,No,20111022,453.8922579,11573.07498,A,
7178;11451;41;0;41;5;7;15;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;Yes;No;20111022;455,6086079;12424,05005;A;;7178,11451,41,0,41,5,7,15,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,Yes,No,20111022,455.6086079,12424.05005,A,
7179;11452;38;0;38;5;7;15;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;Yes;No;20111022;442,4096634;11623,22756;A;;7179,11452,38,0,38,5,7,15,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,Yes,No,20111022,442.4096634,11623.22756,A,
7180;11453;12;0;12;5;7;15;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;Yes;No;20111022;464,919796;13064,70603;A;;7180,11453,12,0,12,5,7,15,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,Yes,No,20111022,464.919796,13064.70603,A,
7181;11454;31;0;31;5;7;15;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;Yes;No;20111022;430,8307888;10663,39059;A;;7181,11454,31,0,31,5,7,15,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,Yes,No,20111022,430.8307888,10663.39059,A,
7182;11455;3;0;3;5;7;15;20;1 - annual agriculture;7 - harvested with stubble;;0-20%;1 - easy;2 - extensive;0 - No;0;No;No;Yes;No;20111022;454,6244812;12176,66692;A;;7182,11455,3,0,3,5,7,15,20,1 - annual agriculture,7 - harvested with stubble,,0-20%,1 - easy,2 - extensive,0 - No,0,No,No,Yes,No,20111022,454.6244812,12176.66692,A,
