SUID,SU_Count,SU_ModCoun,AncientCou,SU_Row,SU_Line,SU_RInt,SU_LInt,SU_LU,SU_AgrCond,SU_Pass,SU_Vis,Strategy,SU_Sample,SU_Diag,SU_Frag,SU_Wear,SU_AC,SU_Daub,SU_HM,SU_Lithic,SU_Date,Shape_Leng,Shape_Area,Area_ha
70593,1,0,1,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,343.1203703,"6,480.03",0.648003
70594,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,350.7455512,"7,505.89",0.750589
70595,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,374.3027133,"8,702.45",0.870245
70596,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,389.253399,"9,461.60",0.94616
70597,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,374.0495357,"8,679.82",0.867981
70598,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,404.197136,"10,182.34",1.01823
70599,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,395.2997365,"9,718.18",0.971818
70600,2,0,2,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,391.0467542,"9,546.64",0.954664
70601,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,360.44157,"8,082.14",0.808214
70602,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,376.1337901,"8,806.43",0.880643
70603,2,0,2,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,377.7097247,"8,317.15",0.831715
70604,2,0,2,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,427.5383426,"10,478.39",1.04784
70605,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,402.4161891,"10,036.86",1.00369
70606,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,388.9499179,"9,257.92",0.925792
70607,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,401.6774762,"9,887.68",0.988768
70608,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,387.4142072,"9,224.81",0.922481
70609,1,0,1,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,402.5136524,"9,874.58",0.987458
70610,1,1,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,383.715266,"9,170.10",0.91701
70611,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,363.1808844,"8,183.27",0.818327
70612,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,366.5731343,"8,295.31",0.829531
70613,0,0,0,6,5,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,294.5119909,"4,509.25",0.450925
70614,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,281.2028909,"4,067.54",0.406754
70615,1,0,1,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,318.4932373,"6,320.47",0.632047
70616,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,353.2707528,"7,733.57",0.773357
70617,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,381.96989,"9,051.38",0.905138
70618,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,362.6191019,"8,187.53",0.818753
70619,1,1,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,352.3832581,"7,728.22",0.772822
70620,2,2,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,383.6726316,"9,163.27",0.916327
70621,1,1,0,6,6,16,16,1,1,2,4,1,0,0,0,0,0,0,0,0,20091026,393.640485,"9,602.37",0.960237
70622,3,1,2,6,6,16,16,1,1,2,5,1,1,0,0,0,0,0,0,0,20091026,393.7052189,"9,444.71",0.944471
70623,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,450.2326852,"12,323.84",1.23238
70624,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,417.9631653,"10,679.47",1.06795
70625,1,0,1,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,374.1397465,"8,926.99",0.892699
70626,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,305.1616835,"5,252.22",0.525222
70627,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,258.7500903,"2,763.52",0.276352
70628,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,263.6099805,"2,272.06",0.227206
70629,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,251.7556866,"3,247.76",0.324776
70630,0,0,0,6,6,16,16,1,1,2,5,1,0,0,0,0,0,0,0,0,20091026,245.9593442,"3,277.37",0.327737
70631,1,1,0,6,6,16,16,1,2,1,4,1,0,0,0,0,0,0,0,0,20091026,399.1697612,"9,916.34",0.991634
70632,0,0,0,6,6,16,16,1,2,1,4,1,0,0,0,0,0,0,0,0,20091026,393.7494173,"9,647.28",0.964728
70633,0,0,0,6,6,16,16,1,2,1,4,1,0,0,0,0,0,0,0,0,20091026,414.2827975,"10,018.29",1.00183
70634,0,0,0,6,6,16,16,1,2,1,4,1,0,0,0,0,0,0,0,0,20091026,372.0087211,"8,621.69",0.862169
70635,2,0,2,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,366.2625978,"8,339.90",0.83399
70636,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,375.4443447,"8,725.70",0.87257
70637,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,379.6280127,"8,992.95",0.899295
70638,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,393.5733835,"9,676.62",0.967662
70639,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,395.671335,"9,780.27",0.978027
70640,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,303.8437898,"5,314.27",0.531427
70641,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,361.488757,"8,020.42",0.802042
70642,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,383.9752675,"8,929.14",0.892914
70643,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,384.9889533,"8,996.82",0.899682
70644,1,1,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,386.1196554,"9,064.95",0.906495
70645,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,391.5478628,"9,347.84",0.934784
70646,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,270.9500097,"3,930.56",0.393056
70647,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,365.9468707,"8,047.48",0.804748
70648,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,443.8997923,"12,003.44",1.20034
70649,2,0,2,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,481.4042331,"14,353.46",1.43535
70650,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,487.7917758,"14,823.15",1.48232
70651,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,320.7415426,"4,245.22",0.424522
70652,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,375.757505,"8,770.76",0.877076
70653,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,347.4446605,"6,922.77",0.692277
70654,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,248.7087651,"2,331.47",0.233147
70655,0,0,0,6,6,16,16,1,3,1,3,1,0,0,0,0,0,0,0,0,20091026,225.6217079,"1,927.61",0.192761
70656,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,443.1746857,"12,236.30",1.22363
70657,1,1,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,424.209884,"11,184.26",1.11843
70658,2,0,2,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,403.1780852,"10,115.09",1.01151
70659,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,374.8188112,"8,679.24",0.867924
70660,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,381.3107073,"9,022.74",0.902274
70661,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,384.0286182,"9,204.86",0.920486
70662,3,1,2,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,385.1159151,"9,250.86",0.925086
70663,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,402.1741401,"10,098.05",1.0098
70664,1,0,1,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,410.5046653,"10,514.74",1.05147
70665,3,1,2,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,432.278608,"11,674.65",1.16746
70666,1,0,1,6,5,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,427.968979,"11,264.49",1.12645
70667,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,411.9679294,"10,563.18",1.05632
70668,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,421.2439176,"11,076.85",1.10768
70669,3,0,3,7,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,428.0513209,"11,406.52",1.14065
70670,3,3,0,7,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,419.9744859,"10,534.99",1.0535
70671,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,417.2006831,"10,892.31",1.08923
70672,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,390.5802916,"9,521.85",0.952184
70673,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,391.1571325,"9,538.96",0.953896
70674,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,388.205267,"9,375.87",0.937587
70675,1,0,1,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,371.2953745,"8,592.24",0.859224
70676,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,373.7718607,"8,717.00",0.8717
70677,2,0,2,6,6,16,16,1,2,1,3,1,1,1,0,0,0,0,0,0,20091027,394.5999564,"9,706.56",0.970656
70678,1,0,1,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,406.6548482,"10,296.09",1.02961
70679,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,383.684225,"9,181.86",0.918186
70680,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,379.8886663,"8,973.97",0.897397
70681,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,413.5907874,"10,680.76",1.06808
70682,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,404.0011509,"10,196.69",1.01967
70683,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,405.2915215,"10,127.70",1.01277
70684,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,408.8061416,"10,378.61",1.03786
70685,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,370.7155262,"8,563.82",0.856382
70686,1,0,1,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,409.7388715,"10,444.84",1.04448
70687,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,398.9680886,"9,906.83",0.990683
70688,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,369.5478002,"8,499.55",0.849955
70689,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,397.1530147,"9,796.03",0.979603
70690,1,0,1,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,411.8016603,"10,580.98",1.0581
70691,2,1,1,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,396.6889338,"9,827.56",0.982756
70692,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,391.1321359,"9,469.39",0.946939
70693,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,393.290155,"9,346.11",0.934611
70694,2,0,2,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,397.0928032,"9,714.29",0.971429
70695,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,389.0448174,"9,378.39",0.937839
70696,1,0,1,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,380.2344951,"8,978.71",0.897871
70697,16,16,0,5,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,381.6936927,"8,934.94",0.893494
70698,0,0,0,3,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,293.3564901,"5,140.59",0.514059
70699,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,387.4529488,"9,270.44",0.927044
70700,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,384.515237,"8,876.56",0.887656
70701,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,374.6218073,"8,735.18",0.873518
70702,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,390.3676413,"9,507.02",0.950702
70703,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,409.4209087,"10,455.28",1.04553
70704,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,394.2229766,"9,681.62",0.968162
70705,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,396.4888065,"9,787.09",0.978709
70706,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,373.053069,"8,668.80",0.86688
70707,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,377.9330955,"8,839.17",0.883917
70708,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,386.560752,"9,271.59",0.927159
70709,0,0,0,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,406.0768541,"10,196.34",1.01963
70710,2,0,2,6,6,16,16,1,2,1,3,1,1,0,0,0,0,0,0,0,20091027,395.6435296,"9,755.88",0.975588
70711,1,0,1,6,6,16,16,1,2,1,3,1,0,0,0,0,0,0,0,0,20091027,380.0387438,"8,913.00",0.8913
70712,1,1,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,441.1293676,"12,105.46",1.21055
70713,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,459.6359653,"13,128.47",1.31285
70714,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,472.3473487,"13,823.50",1.38235
70715,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,497.4091706,"15,173.51",1.51735
70716,0,0,0,5,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,406.5858848,"10,220.45",1.02204
70717,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,465.6535286,"13,534.06",1.35341
70718,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,498.2614318,"15,441.86",1.54419
70719,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,462.3142201,"13,256.20",1.32562
70720,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,483.5375429,"14,555.53",1.45555
70721,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,467.8852771,"13,631.01",1.3631
70722,1,0,1,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,454.8203475,"12,868.86",1.28689
70723,1,0,1,5,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,412.5260603,"10,623.61",1.06236
70724,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,497.0459427,"15,309.71",1.53097
70725,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,475.544759,"14,074.24",1.40742
70726,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,458.3899373,"13,066.58",1.30666
70727,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,444.6868942,"12,295.94",1.22959
70728,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,467.2511801,"13,543.74",1.35437
70729,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,479.8414001,"14,206.75",1.42068
70730,1,0,1,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,458.3020227,"13,112.52",1.31125
70731,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,470.1478567,"13,661.79",1.36618
70732,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,474.3992496,"14,056.76",1.40568
70733,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,470.4742282,"13,826.95",1.3827
70734,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,470.5016824,"13,770.00",1.377
70735,0,0,0,4,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,343.5275503,"6,930.59",0.693059
70736,0,0,0,4,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,379.5861153,"8,562.04",0.856203
70737,1,0,1,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,499.5356304,"15,433.53",1.54335
70738,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,486.5085768,"14,767.98",1.4768
70739,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,487.3567286,"14,804.90",1.48049
70740,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,474.6855925,"14,071.63",1.40716
70741,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,476.7368571,"14,107.00",1.4107
70742,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,472.0950223,"13,892.80",1.38928
70743,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,488.8479963,"14,874.23",1.48742
70744,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,489.3290141,"14,939.87",1.49399
70745,1,0,1,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,502.4783054,"15,749.23",1.57492
70746,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,504.4057721,"15,872.11",1.58721
70747,0,0,0,6,6,20,20,1,8,1,1,1,0,0,0,0,0,0,0,0,20091027,486.0789773,"14,691.26",1.46913
70748,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,442.0471291,"11,407.63",1.14076
70749,1,1,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,437.4621983,"11,910.49",1.19105
70750,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,446.8949306,"12,384.23",1.23842
70751,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,482.6184058,"14,027.11",1.40271
70752,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,445.7010196,"12,341.28",1.23413
70753,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,461.9171671,"13,166.31",1.31663
70754,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,468.9062661,"13,463.90",1.34639
70755,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,428.8194273,"11,395.77",1.13958
70756,3,0,3,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,419.2199544,"10,912.91",1.09129
70757,0,0,0,2,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,312.5241685,"5,189.70",0.51897
70758,0,0,0,2,4,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,316.6543781,"5,852.99",0.585299
70759,0,0,0,5,4,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,426.0915426,"11,243.29",1.12433
70760,0,0,0,5,4,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,431.4351551,"11,498.93",1.14989
70761,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,449.4717427,"12,228.27",1.22283
70762,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,437.3658974,"11,627.15",1.16271
70763,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,432.8471433,"11,552.49",1.15525
70764,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,466.2595883,"13,184.08",1.31841
70765,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,443.0555436,"12,066.20",1.20662
70766,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,424.770407,"11,193.66",1.11937
70767,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,409.445091,"10,361.21",1.03612
70768,0,0,0,5,5,25,25,1,8,1,2,2,0,0,0,0,0,0,0,0,20091028,320.0372108,"5,475.45",0.547545
70769,2,1,1,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,288.4056081,"4,755.51",0.475551
70770,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,293.4956767,"5,369.03",0.536903
70771,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,309.0546337,"5,938.49",0.593849
70772,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,304.6299099,"5,767.66",0.576766
70773,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,295.6355437,"5,437.72",0.543772
70774,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,282.5616533,"4,975.02",0.497502
70775,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,295.4122367,"5,433.41",0.543341
70776,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,310.9041445,"6,002.14",0.600214
70777,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,309.6724975,"5,975.80",0.59758
70778,1,1,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,301.5889888,"5,630.03",0.563003
70779,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,313.6000117,"6,107.87",0.610787
70780,0,0,0,5,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,331.0438689,"6,824.93",0.682493
70781,0,0,0,4,3,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,326.2247794,"6,628.28",0.662828
70782,0,0,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091028,348.7109903,"7,588.59",0.758859
70783,0,0,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091028,346.4771754,"7,496.49",0.749649
70784,0,0,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091028,357.4562118,"7,973.47",0.797347
70785,0,0,0,4,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091028,337.6808313,"7,039.90",0.70399
70786,0,0,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091028,338.9843181,"7,165.92",0.716592
70787,0,0,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091028,327.9277624,"6,689.65",0.668965
70788,0,0,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091028,321.4130286,"6,376.69",0.637669
70789,0,0,0,6,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091028,339.1217963,"7,156.49",0.715649
70790,2,2,0,5,5,15,15,1,3,1,4,1,0,0,0,0,0,0,0,0,20091028,335.2617748,"6,984.88",0.698488
70791,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,342.133028,"7,294.80",0.72948
70792,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,314.6524779,"6,099.83",0.609982
70793,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,328.8264554,"6,713.55",0.671355
70794,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,319.7786963,"6,303.64",0.630364
70795,1,0,1,5,5,15,15,1,2,1,5,1,1,0,0,0,0,0,0,0,20091028,337.3285431,"7,094.60",0.70946
70796,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,338.5494648,"7,143.88",0.714388
70797,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,312.0576296,"6,000.44",0.600044
70798,1,0,1,5,5,15,15,1,2,1,5,1,1,1,0,0,0,0,0,0,20091028,322.939339,"6,509.32",0.650932
70799,1,0,1,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,291.6560841,"5,268.27",0.526827
70800,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,297.7675923,"5,477.41",0.547741
70801,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,302.7947945,"5,625.61",0.562561
70802,0,0,0,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,273.9748729,"4,635.83",0.463583
70803,0,0,0,6,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,277.888767,"4,391.22",0.439122
70804,2,0,2,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,307.8712595,"5,554.20",0.55542
70805,2,0,2,5,5,15,15,1,2,1,5,1,0,0,0,0,0,0,0,0,20091028,326.9314812,"6,632.44",0.663243
