OBJECTID;SUID;SU_Count;SU_ModCount;SU_Row;SU_Line;SU_RInt;SU_LInt;SU_LU;SU_AgrCond;SU_Pass;SU_Vis;Strategy;AncientCount;SU_Sample;SU_Diag;SU_Frag;SU_Wear;SU_AC;SU_Daub;SU_HM;SU_Lithic;SU_Notes;SU_Date;Shape_Length;Shape_Area
3642;71440;1;0;5;5;20;20;1;3;2;5;1;1;0;0;0;0;0;0;0;0;;20091113;384.777543645601210;9217.389156746066900
3643;71441;1;0;5;5;20;20;1;3;2;5;1;1;0;0;0;0;0;0;0;0;;20091113;428.037576474746970;11394.429759974459000
3644;71442;0;0;5;5;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;425.672476255371070;11237.663393399864000
3645;71443;1;1;5;5;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;405.142637393824940;10230.923194697833000
3646;71444;0;0;5;5;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;420.613538864165720;11010.627969092089000
3647;71445;0;0;5;5;20;20;1;3;2;4;1;0;0;0;0;0;0;0;0;0;;20091113;415.793872232408890;10739.730024921322000
3648;71446;4;0;5;5;20;20;1;3;2;5;1;4;0;0;0;0;0;0;0;0;;20091113;396.859830961353400;9821.449650601753100
3649;71447;1;1;5;5;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;370.238494174242930;8524.424390884301800
3650;71448;0;0;5;4;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;378.598684855338550;8500.629848049491600
3651;71449;0;0;5;4;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;366.417031462572250;8198.823312822449200
3652;71450;0;0;5;4;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;355.256706682983010;7547.361124428816800
3653;71451;0;0;5;3;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;357.874887630756970;7304.593836441523300
3654;71452;0;0;5;3;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;346.702420981999580;6811.257012595090600
3655;71453;0;0;5;3;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;304.409251262353960;5371.112614265387500
3656;71454;0;0;4;2;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;224.046278667750530;2220.246935341804600
3657;71455;1;1;3;5;20;20;1;2;2;4;1;0;0;0;0;0;0;0;0;0;;20091113;338.152897126494790;6696.898989422816200
3658;71456;1;1;5;5;20;20;1;2;2;4;1;0;0;0;0;0;0;0;0;0;;20091113;433.395048194946070;11722.309428559969000
3659;71457;0;0;5;5;20;20;1;2;2;4;1;0;0;0;0;0;0;0;0;0;;20091113;434.953786494911920;11754.797314770163000
3660;71458;2;1;4;5;20;20;1;2;2;4;1;1;0;0;0;0;0;0;0;0;;20091113;427.447625040337020;11400.096642725835000
3661;71459;0;0;5;5;20;20;1;2;2;4;1;0;0;0;0;0;0;0;0;0;;20091113;362.425030528710290;7812.045066583647000
3662;71460;0;0;5;5;20;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;364.671623767147140;7227.908520382887200
3663;71461;1;0;6;5;25;25;4;0;2;1;2;1;0;0;0;0;0;0;0;0;;20091113;500.835761870179000;15585.317196749995000
3664;71462;0;0;5;5;25;25;4;0;2;1;2;0;0;0;0;0;0;0;0;0;;20091113;502.420814542828960;15705.696623186392000
3665;71463;0;0;5;5;25;25;4;0;2;1;2;0;0;0;0;0;0;0;0;0;;20091113;631.787627360980200;20231.312310665991000
3666;71326;1;1;6;6;16;16;1;5;2;3;1;0;0;0;0;0;0;0;0;0;;20091110;427.540087196206740;11421.007791977148000
3667;71327;3;1;6;6;16;16;1;5;2;3;1;2;0;0;0;0;0;0;0;0;;20091110;433.503483587332370;11700.998406907256000
3668;71328;2;2;6;6;16;16;1;5;2;3;1;0;0;0;0;0;0;0;0;0;;20091110;419.560403074718010;10996.251874971069000
3669;71329;0;0;6;6;16;16;1;5;2;3;1;0;0;0;0;0;0;0;0;0;;20091110;411.903794991938240;11180.826412172342000
3670;71330;2;0;6;6;16;16;1;5;2;3;1;2;0;0;0;0;0;0;0;0;;20091110;345.007141877761400;7232.789040998571200
3671;71331;0;0;7;6;16;16;1;3;2;1;1;0;0;0;0;0;0;0;0;0;;20091110;423.093470854253500;10857.919262723412000
3672;71332;0;0;5;6;16;16;1;3;2;1;1;0;0;0;0;0;0;0;0;0;;20091110;309.581381625658200;4085.127539838923900
3673;71333;0;0;4;5;15;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091110;294.894326825819460;5101.933260979597400
3674;71334;0;0;5;5;17;17;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091110;332.913275202445160;6099.869290612793500
3675;71335;0;0;5;4;17;17;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091110;259.431475248604440;3890.795043916521500
3676;71336;0;0;3;3;17;17;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091110;191.737188066297450;1879.822046372275700
3677;71337;0;0;6;1;17;17;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;252.744201068141340;2361.622386629845100
3678;71338;0;0;6;3;17;17;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;292.862103063426050;4146.497686680213500
3679;71339;0;0;6;4;17;17;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;336.539771244420880;6670.179540361940800
3680;71340;0;0;6;5;17;17;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;343.260031960738270;7152.215899571889200
3681;71341;0;0;6;6;17;17;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;414.630545812809710;8713.908569649189300
3682;71342;0;0;6;5;17;17;1;5;2;3;1;0;0;0;0;0;0;0;0;0;;20091110;342.399820597308520;5350.052726883954200
3683;71343;0;0;6;6;17;17;1;5;2;3;1;0;0;0;0;0;0;0;0;0;;20091110;441.603746800019050;12878.846297237462000
3684;71344;1;0;7;6;17;17;1;5;2;3;1;1;0;0;0;0;0;0;0;0;;20091110;501.129518125413820;15971.817913307801000
3685;71345;0;0;7;5;17;17;1;8;2;3;1;0;0;0;0;0;0;0;0;0;;20091110;407.201043798407620;7111.633679271582900
3686;71346;0;0;6;3;17;17;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;264.095396309171970;3195.618538523891400
3687;71347;0;0;6;3;17;17;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;246.585383959542870;2162.330578655797100
3688;71348;0;0;6;1;17;17;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;247.164096053238640;1797.130777614487400
3689;71349;0;0;6;4;15;15;1;1;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;320.433457847605890;5930.635713155706100
3690;71350;1;0;6;6;15;15;1;1;2;5;1;1;1;1;0;0;0;0;0;0;;20091110;335.614421264682730;7264.645277921831600
3691;71351;0;0;6;6;15;15;1;1;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;394.069881207758840;9592.148248790445000
3692;71352;1;0;6;6;15;15;1;1;2;5;1;1;0;0;0;0;0;0;0;0;;20091110;372.989390665633550;8545.180203798085100
3693;71353;0;0;6;5;15;15;1;1;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;309.074525414566380;5863.537661394795600
3694;71354;1;0;6;5;15;15;1;1;2;5;1;1;0;0;0;0;0;0;0;0;;20091110;332.552680205753460;6618.209089334624900
3695;71355;0;0;6;4;15;15;1;1;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;325.034308585335570;6229.063674821884900
3696;71369;0;0;6;6;17;17;1;7;2;2;1;0;0;0;0;0;0;0;0;0;;20091110;322.982768862715940;6283.297187470292600
3697;71356;0;0;6;4;15;15;1;1;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;308.253115975292250;5602.509480263824100
3698;71357;0;0;6;4;15;15;1;1;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;295.037683931314690;5024.729930653462400
3699;71358;0;0;6;3;15;15;1;1;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;174.819615456820830;1837.649157662403000
3700;71359;0;0;4;3;15;15;1;1;2;5;1;0;0;0;0;0;0;0;0;0;;20091110;408.365504697917860;10062.952099437733000
3701;71360;1;0;6;6;17;17;1;7;2;2;1;1;0;0;0;0;0;0;0;0;;20091110;403.156718548613980;10043.709226032028000
3702;71361;0;0;6;6;17;17;1;7;2;2;1;0;0;0;0;0;0;0;0;0;;20091110;409.558653208917240;10193.807413693587000
3703;71362;0;0;6;6;17;17;1;7;2;2;1;0;0;0;0;0;0;0;0;0;;20091110;428.393248518679970;11317.376417969253000
3704;71363;0;0;6;6;17;17;1;7;2;2;1;0;0;0;0;0;0;0;0;0;;20091110;420.404799970355040;10860.418074343168000
3705;71364;0;0;6;6;17;17;1;7;2;2;1;0;0;0;0;0;0;0;0;0;;20091110;394.156027178691260;9665.174291491175600
3706;71365;1;0;6;6;17;17;1;7;2;2;1;1;0;0;0;0;0;0;0;0;;20091110;410.907219678308710;10539.492695996070000
3707;71366;3;0;6;6;17;17;1;7;2;2;1;3;0;0;0;0;0;0;0;0;;20091110;390.709997936317340;9469.445261584329300
3708;71368;0;0;6;6;17;17;1;7;2;2;1;0;0;0;0;0;0;0;0;0;;20091110;318.073459211333900;6183.083176073087100
3709;71367;2;1;6;6;17;17;1;7;2;2;1;1;0;0;0;0;0;0;0;0;;20091110;395.748607130006010;9512.067285608973200
3710;71370;0;0;2;6;17;17;1;7;2;2;1;0;0;0;0;0;0;0;0;0;;20091110;284.476556697516060;4349.625338801960400
3711;71371;6;0;5;5;20;20;4;0;2;1;1;6;0;0;0;0;0;0;0;0;;20091112;397.776372040095000;9383.870433826414200
3712;71372;4;0;6;5;20;20;1;8;2;1;1;4;1;0;0;0;0;0;0;0;;20091112;473.134905155445040;13277.575883625112000
3713;71373;3;0;2;5;20;20;1;8;2;1;1;3;0;0;0;0;0;0;0;0;;20091112;307.015556234135150;5302.299202531141400
3714;71374;0;0;5;2;20;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091112;275.798592940223780;3046.625586528072300
3715;71375;0;0;5;3;20;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091112;299.176980278718360;4295.684675019716500
3716;71376;0;0;3;5;20;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091112;279.574114214527750;4971.234051131416000
3717;71377;11;0;5;5;20;20;1;8;2;2;1;11;1;0;0;0;0;0;0;0;;20091112;395.653444106193890;9769.363127155758800
3718;71378;6;0;5;5;20;20;1;8;2;2;1;6;0;0;0;0;0;0;0;0;;20091112;391.515384881519030;9720.990035393988400
3719;71379;4;0;5;5;20;20;4;0;2;1;1;4;0;0;0;0;0;0;0;0;;20091112;411.241284377076000;9045.817717620531800
3720;71380;0;0;5;5;20;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091112;370.719628781593490;7658.394378778441000
3721;71381;0;0;2;5;20;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091112;266.578449507322030;3668.622699729811300
3722;71382;19;1;4;5;20;20;4;0;2;1;1;18;1;1;0;0;0;0;1;0;;20091112;356.964140278059060;8025.972564841666100
3723;71383;313;266;5;3;20;20;4;0;2;1;1;47;1;0;0;0;1;0;0;0;;20091112;295.945746095462990;4944.662842781208400
3724;71384;213;181;5;4;20;20;4;0;2;1;1;32;0;0;0;0;1;0;0;0;;20091112;370.955891408586350;8047.925749235037100
3725;71385;30;3;5;5;20;20;1;8;2;2;1;27;1;1;0;0;1;0;0;0;;20091112;406.138104793187040;10166.668180343642000
3726;71386;17;11;7;5;20;20;1;8;2;2;1;6;0;0;0;0;0;0;0;0;;20091112;531.195289814578470;12055.814190699393000
3727;71387;5;0;5;5;20;20;1;8;2;2;1;5;0;0;0;0;0;0;0;0;;20091112;383.445466194860960;9243.073627231558900
3728;71388;12;0;5;5;20;20;1;8;2;2;1;12;1;1;0;0;0;0;1;0;;20091112;360.473384076142450;7946.280773922938400
3729;71389;18;5;4;5;20;20;1;8;2;2;1;13;0;0;0;0;0;0;0;0;;20091112;367.175734433207030;8017.285832917818000
3730;71390;1791;5;5;5;18;18;1;1;2;5;1;1786;1;14;0;0;1;0;0;0;;20091112;355.966451635395060;7884.195842184191000
3731;71391;154;0;5;5;18;18;1;1;2;5;1;154;1;0;0;0;0;0;0;0;;20091112;371.214185614709090;8595.735768731159600
3732;71392;28;0;5;5;18;18;1;1;2;5;1;28;1;2;0;0;1;0;1;0;;20091112;390.417377108051940;9483.358995727941900
3733;71393;39;0;3;5;18;18;1;1;2;5;1;39;1;0;0;0;1;0;0;0;;20091112;281.639140757095220;4861.935540353151700
3734;71394;18;0;3;3;18;18;1;1;2;5;1;18;0;0;0;0;0;0;0;0;;20091112;241.049238852209780;1804.461187922078400
3735;71395;92;1;5;5;18;18;1;1;2;5;1;91;1;2;0;0;0;0;1;0;;20091112;354.394889203680860;7601.644829101893300
3736;71396;123;0;5;5;18;18;1;1;2;5;1;123;1;2;0;0;0;0;0;0;;20091112;358.996073414778380;8050.727820763735500
3737;71397;3452;195;5;5;18;18;1;1;2;5;1;3257;1;5;0;0;1;0;0;0;;20091112;359.358173440292550;8095.646966904891100
3738;71398;5;0;5;5;20;20;4;0;2;1;1;5;0;0;0;0;0;0;0;0;;20091112;364.653217139294720;8329.049766956211900
3739;71399;0;0;5;5;20;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091112;351.369382773749920;7644.298176915459400
3740;71400;1;0;5;5;20;20;4;0;2;1;1;1;0;0;0;0;0;0;0;0;;20091112;390.282354058118870;9572.832725610165700
3741;71401;1;0;5;5;20;20;4;0;2;1;1;1;0;0;0;0;1;0;0;0;;20091112;369.548636917410190;4728.569546209886500
3742;71402;1;0;5;3;20;20;4;0;2;1;1;1;0;0;0;0;0;0;0;0;;20091112;310.780958825604900;3743.169479261124300
3743;71403;5;0;5;5;20;20;4;0;2;1;1;5;0;0;0;0;1;0;0;0;;20091112;415.034546808745120;10641.426784726811000
3744;71404;0;0;5;5;20;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091112;372.043022737096180;8637.248761188157000
3745;71405;14;1;5;5;20;20;1;8;2;2;1;13;0;0;0;0;0;0;0;0;;20091112;332.017536787065180;6758.422236947160900
3746;71406;71;0;5;5;15;15;1;8;2;3;1;71;1;8;0;0;0;0;1;0;;20091113;302.408659294792020;5702.695971277179500
3747;71407;50;0;6;5;15;15;1;8;2;3;1;50;1;2;0;0;0;0;1;0;;20091113;316.674362383313510;6322.566346743743500
3748;71408;23;0;5;4;15;15;1;8;2;4;1;23;1;2;0;0;1;0;1;0;;20091113;282.807969489684350;4711.530395699072000
3749;71409;7;0;5;4;15;15;1;8;2;4;1;7;1;0;0;0;0;0;0;1;;20091113;240.175081505414910;3250.463525274846200
3750;71410;0;0;5;5;20;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;402.469657302316880;9944.360390689824300
3751;71411;0;0;5;5;20;20;4;0;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;404.326565176926240;10149.348763359985000
3752;71412;1;0;4;5;20;20;4;0;2;1;1;1;0;0;0;0;0;0;0;0;;20091113;353.896141748495270;6973.093973923421800
3753;71413;0;0;5;5;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;387.229704841521540;9306.824695048622700
3754;71414;0;0;4;5;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;278.198021569738100;4585.286506794317600
3755;71415;1;0;5;5;20;20;1;3;2;5;1;1;0;0;0;0;0;0;0;0;;20091113;418.150051700419170;10485.144094086510000
3756;71416;0;0;5;5;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;391.617412276125210;9480.053179697088100
3757;71418;0;0;6;5;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;425.265730645811800;9817.162282897999800
3758;71419;0;0;5;5;20;20;1;3;2;5;1;0;0;0;0;0;0;0;0;0;;20091113;369.441148279516370;7297.603258058538800
3759;71420;4;0;6;5;20;20;1;3;2;5;1;4;0;0;0;0;0;0;0;0;;20091113;388.297945526688120;8078.798254689889300
3760;71417;1;0;5;5;20;20;1;3;2;5;1;1;0;0;0;0;0;0;0;0;;20091113;405.551858867215060;10322.609125958650000
3761;71421;0;0;6;5;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;429.579550952273730;11234.411446713255000
3762;71422;0;0;5;5;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;419.667815566756300;10965.585945885101000
3763;71423;2;0;5;5;20;20;1;8;2;1;1;2;0;0;0;0;0;0;0;0;;20091113;410.278662774554960;10491.785009303729000
3764;71424;0;0;5;5;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;367.398402005064610;8617.439791529572200
3765;71425;0;0;3;2;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;191.065397546508960;1507.444312230470400
3766;71426;0;0;5;5;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;421.599081142493220;7585.885354121892300
3767;71427;0;0;5;5;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;422.616018407913770;11252.999160475014000
3768;71428;0;0;5;5;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;424.584236644681430;11543.367044375547000
3769;71429;0;0;5;5;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;411.929153505299040;10441.135199619790000
3770;71430;0;0;5;5;20;20;1;8;2;1;1;0;0;0;0;0;0;0;0;0;;20091113;385.635303528987150;9026.331262766400000
3771;71431;1;0;4;4;20;20;1;8;2;1;1;1;0;0;0;0;0;0;0;0;;20091113;307.064688600098980;5793.641786064974400
3772;80000;1;1;5;5;15;15;1;2;1;5;1;0;0;0;0;0;0;0;0;0;;20091012;290.074116269861630;5173.111458440847900
3773;80001;2;2;5;5;15;15;1;2;1;5;1;0;0;0;0;0;0;0;0;0;;20091012;296.835983421706430;5462.778916286028100
3774;80002;2;1;5;5;15;15;1;2;1;5;1;1;0;0;0;0;0;0;0;0;;20091012;298.948735813174950;5568.377263879130600
3775;80003;5;2;5;5;15;15;1;2;1;5;1;3;0;7;0;0;0;0;1;0;;20091012;289.225415050715010;4882.869435454442300
3776;80004;19;18;5;5;15;15;1;2;1;5;1;1;1;1;0;0;1;0;0;0;;20091012;328.526602507544620;5593.010635511901500
3777;80005;3;2;5;5;15;15;1;2;1;5;1;1;0;0;0;0;1;0;0;0;;20091012;406.813800803745440;9808.548687542093800
3778;80006;3;3;5;5;15;15;1;2;1;5;1;0;1;1;0;0;1;0;0;0;;20091012;307.981664289944320;5879.805590711173900
3779;80007;3;2;5;5;15;15;1;2;1;5;1;1;0;0;0;0;0;0;0;0;;20091012;346.764587087506580;7342.480878482791900
3780;80008;2;0;5;5;15;15;1;2;1;5;1;2;0;0;0;0;0;0;0;0;;20091012;336.416289022050250;6870.403045297603100
3781;80009;0;0;5;5;15;15;1;2;1;5;1;0;0;0;0;0;0;0;0;0;;20091012;373.673780443791600;8610.772259016868700
3782;80010;0;0;5;5;15;15;1;2;1;5;1;0;0;0;0;0;0;0;0;0;;20091012;367.882313759834630;8381.205609083353900
3783;80013;10;9;5;5;15;15;1;2;1;5;1;1;0;0;0;0;1;0;0;0;;20091012;356.157750775709760;7851.570404513645400
3784;80014;0;0;5;5;15;15;1;2;1;5;1;0;0;0;0;0;0;0;0;0;;20091012;370.553272190683000;8335.567520799548200
3785;80015;2;1;5;5;15;15;1;2;1;5;1;1;0;0;0;0;1;0;0;0;;20091012;345.913666078244320;7424.825082069726700
3786;80016;2;2;5;5;15;15;1;2;1;5;1;0;0;0;0;0;1;0;0;0;;20091012;389.770489199585540;8222.689021080277600
3787;80017;3;2;5;5;15;15;1;2;1;5;1;1;0;0;0;0;1;0;0;0;;20091012;335.876695029206700;6896.915287698282600
3788;80018;1;0;5;5;15;15;1;2;1;5;1;1;0;0;0;0;0;0;0;0;;20091012;354.677078319434710;7522.676584552309600
3789;80011;6;6;5;5;15;15;1;2;1;5;1;0;0;0;0;0;1;0;0;0;;20091012;336.173147296361210;7069.186978609168400
3790;80116;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;578.966062448837990;20592.003499747319000
3791;80117;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;509.691689095297760;15312.258114973336000
3792;80118;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;576.695396541925670;18600.913951623981000
3793;80119;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;598.516307562391720;17871.512383179557000
3794;80120;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;609.653142315056020;16548.182023767127000
3795;80121;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;625.633996917836610;20560.668331718771000
3796;80122;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;590.673594250229370;15947.220393573196000
3797;80123;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;730.090031703704990;28916.289367129717000
3798;80124;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;702.207385112973040;21852.098076905710000
3799;80125;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;667.920678693762620;23987.565872816980000
3800;80126;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;610.783381108031110;21623.930985810355000
3801;80127;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;777.288116667921490;36102.038826965218000
3802;80128;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;799.907852542465210;39110.010352291079000
3803;80129;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;707.181855634456950;30446.374354363099000
3804;80130;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;658.383260899761010;27058.765751400228000
3805;80131;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;625.812558987947110;23947.134367272665000
3806;80132;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;477.259747215170480;14118.031539313139000
3807;80133;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;694.281174324464930;29984.256689080423000
3808;80134;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;645.001444904512940;25686.669672275726000
3809;80135;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;514.550560600654760;11637.031706589321000
3810;80012;1;1;5;5;15;15;1;2;1;5;1;0;1;1;0;0;0;0;0;0;;20091012;376.222570426338900;8706.968631481166100
3811;80019;6;6;5;5;15;15;1;2;1;5;1;0;0;0;0;0;1;0;0;0;;20091012;339.630965042979600;7080.659876746923100
3812;80020;28;27;5;5;15;15;1;2;1;5;1;1;1;1;0;0;1;0;0;0;;20091012;306.375963008621400;5822.735849912929600
3813;80021;0;0;5;5;20;20;3;2;1;2;2;0;0;0;4;0;0;0;0;0;;20091012;500.437899912953580;10348.092151312256000
3814;80022;0;0;5;5;20;20;3;2;1;2;2;0;0;0;0;0;0;0;0;0;;20091012;581.659759494949410;13692.708038877612000
3815;80023;0;0;5;5;15;15;4;3;1;3;1;0;0;0;0;0;0;0;0;0;;20091012;355.157356941811140;7177.094545349555100
3816;80024;0;0;5;5;20;20;4;3;1;2;2;0;0;0;0;0;0;0;0;0;;20091012;513.315425416293580;16232.382212544078000
3817;80025;0;0;5;5;20;20;4;3;1;2;2;0;0;0;0;0;0;0;0;0;;20091012;500.780380667471490;15053.300033964690000
3818;80026;0;0;5;5;20;20;4;3;1;2;1;0;1;19;0;0;0;0;1;0;;20091012;330.129581595509420;2654.838931484835500
3819;80027;1;1;5;6;15;15;1;3;1;5;1;0;0;0;1;0;1;0;0;0;;20091013;295.017664840065150;4616.821488023407300
3820;80028;3;3;5;6;15;15;1;3;1;5;1;0;0;0;1;0;0;0;0;0;;20091013;424.546495696890250;10161.848675782679000
3821;80029;12;12;3;6;15;15;1;3;1;5;1;0;0;0;1;0;1;0;0;0;;20091013;468.566626872977620;13293.030985941796000
3822;80030;0;0;5;6;15;15;1;3;1;5;1;0;0;0;2;0;0;0;0;0;;20091013;482.879295891035330;14514.554644123669000
3823;80031;1;1;5;6;15;15;1;3;1;5;1;0;0;0;2;0;0;0;0;0;;20091013;541.478765617394290;17870.983476026478000
3824;80032;0;0;5;6;15;15;1;3;1;5;1;0;0;0;2;0;0;0;0;0;;20091013;468.960967223920700;13609.087868462033000
3825;80033;0;0;5;6;15;15;1;3;1;5;1;0;0;0;2;0;0;0;0;0;;20091013;445.414252021519810;12111.431943665350000
3826;80034;0;0;5;6;15;15;1;3;1;5;1;0;0;0;2;0;0;0;0;0;;20091013;432.238327803821050;11428.087654399671000
3827;80035;0;0;5;6;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091013;429.562363435285930;11319.631068128594000
3828;80036;0;0;5;6;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091013;463.485084349875480;13141.430183971983000
3829;80037;1;1;5;6;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091013;437.630732373599240;11782.487923903855000
3830;80038;0;0;5;6;15;15;1;3;1;5;1;0;0;0;0;0;0;0;0;0;;20091013;456.750937227021100;12991.590122912752000
3831;80039;3;2;5;6;15;15;1;3;1;5;1;1;1;1;0;0;0;0;0;0;;20091013;543.008862534423090;17654.648878265583000
3832;80040;31;8;5;6;15;15;4;8;1;4;1;23;1;1;3;0;0;0;0;0;;20091013;423.870079465608570;10747.980433954392000
3833;80041;7;5;5;6;15;15;4;8;1;4;1;2;0;0;0;0;0;0;0;0;;20091013;393.453610298963550;9134.828892271816600
3834;80042;90;40;5;6;15;15;4;8;1;4;1;50;1;4;0;0;1;0;0;0;;20091013;518.734409766802170;15434.139104419173000
3835;80043;0;0;4;6;15;15;4;8;1;4;1;0;0;0;0;0;0;0;0;0;;20091013;471.895917768110850;13645.738879705979000
3836;80136;1;1;5;2;30;30;4;8;2;1;2;0;0;0;0;0;1;0;0;0;;20091020;613.271466321542680;18262.571886144018000
3837;80137;1;0;5;2;30;30;4;8;2;1;2;1;0;0;0;0;0;0;0;0;;20091020;650.509190406931910;24979.088621579220000
3838;80138;0;0;5;2;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;566.817316133748250;17806.412941360082000
3839;80140;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;772.504748938778110;36956.010606490403000
3840;80139;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;779.788860193954970;37704.814761042762000
3841;80141;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;762.282236923065970;33913.047536018115000
3842;80142;0;0;5;6;30;30;4;8;2;1;2;0;0;0;0;0;0;0;0;0;;20091020;801.838212912814240;38814.551006192261000
3843;80143;0;0;5;6;20;20;1;5;1;2;2;0;0;0;0;0;0;0;0;0;;20091020;561.910790422106860;19703.812988060607000
3844;80144;1;1;5;6;20;20;1;5;1;2;2;0;0;0;0;0;0;0;0;0;;20091020;527.643578064913980;17233.321381011028000
